cellIndex,embedding1,embedding2,cell_type
2603,2.6586187,6.2522054,Beta
2604,-2.9685948,-3.861196,Ngn3 high EP
2605,4.6342463,-4.031209,Pre-endocrine
2606,-11.052176,-0.45016322,Ductal
2607,1.9442214,-0.11159472,Epsilon
2608,-11.747773,1.9282155,Ductal
2609,5.936725,0.9630088,Beta
2610,-9.309992,-0.06290655,Ductal
2611,5.166961,3.6366518,Beta
2612,-0.25424546,-5.3162947,Ngn3 high EP
2613,7.3174696,4.3387113,Alpha
2614,-10.5999775,-0.9155155,Ductal
2615,-6.853236,-2.146409,Ngn3 high EP
2616,5.363261,-1.9917929,Pre-endocrine
2617,4.0804887,-4.379986,Pre-endocrine
2618,4.168673,1.4739523,Alpha
2619,3.4406397,4.921493,Beta
2620,5.7713814,0.37246823,Beta
2621,6.9104457,3.49479,Alpha
2622,1.5902625,-1.8137426,Pre-endocrine
2623,1.351811,-2.5554965,Pre-endocrine
2624,-11.9809675,4.726595,Ductal
2625,-8.195807,3.0385098,Ductal
2626,2.3076332,0.31399092,Epsilon
2627,-10.708003,0.35833254,Ductal
2628,-3.736915,-4.100156,Ngn3 high EP
2629,1.625341,-3.9948783,Ngn3 high EP
2630,5.3762856,1.4940759,Beta
2631,-9.847016,3.0303814,Ductal
2632,4.4267874,-3.531951,Pre-endocrine
2633,3.3004704,5.829143,Beta
2634,-10.28094,0.37815782,Ductal
2635,1.6119964,-2.265401,Pre-endocrine
2636,-9.067349,-0.6971846,Ngn3 low EP
2637,7.1979837,3.6328382,Alpha
2638,5.0394983,0.5159618,Beta
2639,2.5554986,-4.330304,Pre-endocrine
2640,-4.1683173,-3.6984456,Ngn3 high EP
2641,-8.013098,-1.2509507,Ductal
2642,7.643492,4.636043,Alpha
2643,4.13038,0.30740955,Pre-endocrine
2644,-7.9534073,2.480393,Ngn3 low EP
2645,-1.5989909,-3.961805,Ngn3 high EP
2646,8.003077,2.9905303,Alpha
2647,3.5473604,-0.9377352,Pre-endocrine
2648,-3.572725,-4.279343,Ngn3 high EP
2649,8.698289,-1.1519436,Delta
2650,3.6682932,2.7820435,Epsilon
2651,3.8936,2.9562848,Epsilon
2652,-5.2809815,-2.8141615,Ngn3 high EP
2653,-7.9538555,-1.9931483,Ngn3 low EP
2654,-10.471871,3.7318635,Ductal
2655,5.7805395,0.7865515,Beta
2656,5.5419965,-1.2186102,Pre-endocrine
2657,2.1666915,6.036174,Beta
2658,-10.73863,0.8487892,Ngn3 low EP
2659,4.446803,1.8867232,Beta
2660,-1.5164144,-4.4436364,Ngn3 high EP
2661,2.1803513,6.212414,Beta
2662,-12.044748,2.5259733,Ductal
2663,-7.5421658,-1.7425292,Ngn3 low EP
2664,-8.778641,-0.8351827,Ngn3 low EP
2665,-0.39609593,-3.6979177,Ngn3 high EP
2666,3.6318455,-1.0375798,Pre-endocrine
2667,0.091656335,-4.573541,Ngn3 high EP
2668,-5.299135,-3.4329867,Ngn3 high EP
2669,-3.960067,-3.9699402,Ngn3 high EP
2670,6.041757,-2.4460468,Pre-endocrine
2671,-3.027652,-3.4688785,Ngn3 high EP
2672,-10.047478,-0.8009396,Ngn3 low EP
2673,-8.540433,1.1498876,Ductal
2674,-12.086013,3.3845649,Ductal
2675,-9.442506,-1.0721537,Ductal
2676,-6.03668,-2.6356044,Ngn3 high EP
2677,8.34439,4.2050195,Alpha
2678,-3.5152194,-3.5975573,Ngn3 high EP
2679,-2.980489,-3.059478,Ngn3 high EP
2680,-10.171935,-0.09998295,Ductal
2681,4.766002,-2.806064,Pre-endocrine
2682,5.879834,2.0902653,Alpha
2683,-9.725178,5.121694,Ngn3 low EP
2684,-2.3147595,-2.0710037,Ngn3 high EP
2685,-11.181824,-0.7265834,Ductal
2686,-9.957339,5.1544952,Ductal
2687,5.984285,0.5177768,Beta
2688,-9.191695,4.431997,Ngn3 low EP
2689,5.454208,-2.7805667,Pre-endocrine
2690,-11.807224,4.8235335,Ductal
2691,8.957825,-1.1860813,Delta
2692,7.6833715,5.2401133,Alpha
2693,-12.056437,1.3283222,Ductal
2694,-0.32845953,-4.237255,Ngn3 high EP
2695,-11.106949,5.7710953,Ductal
2696,1.6055881,-0.42769706,Epsilon
2697,-11.633968,5.481196,Ductal
2698,3.4912732,-4.6601667,Pre-endocrine
2699,-0.99094075,-3.8224378,Ngn3 high EP
2700,-7.3395576,-1.7034726,Ngn3 high EP
2701,-8.176729,3.0537808,Ductal
2702,-6.2523584,-2.3568897,Ngn3 high EP
2703,2.3028557,0.330987,Epsilon
2704,3.7859719,0.19694544,Pre-endocrine
2705,3.6617656,-1.5432239,Pre-endocrine
2706,5.265461,1.5858641,Beta
2707,4.025217,-0.9068449,Pre-endocrine
2708,0.05387757,-4.1232085,Ngn3 high EP
2709,4.7118244,-0.93425167,Pre-endocrine
2710,-11.194662,0.24125078,Ductal
2711,5.033206,2.9130197,Beta
2712,-9.345329,0.09995997,Ductal
2713,0.80371314,-3.941137,Ngn3 high EP
2714,-2.05504,-2.075583,Ngn3 high EP
2715,-12.207639,2.7071261,Ngn3 low EP
2716,-8.248476,3.595743,Ductal
2717,5.3229766,-2.735148,Pre-endocrine
2718,-9.381082,5.2715373,Ngn3 low EP
2719,8.122674,3.6855757,Alpha
2720,-8.701575,-1.0968214,Ngn3 low EP
2721,4.0114293,2.113926,Beta
2722,3.7092054,-0.90772134,Pre-endocrine
2723,-11.92016,1.6697673,Ductal
2724,-7.387236,-1.6191611,Ngn3 high EP
2725,-11.014637,0.16195777,Ductal
2726,-5.07014,-3.4893942,Ngn3 high EP
2727,-9.799742,-0.2211121,Ductal
2728,7.1932044,4.75746,Alpha
2729,3.1125693,4.9037557,Beta
2730,3.7808545,1.4567038,Alpha
2731,7.4679565,0.74883634,Alpha
2732,0.9438953,-4.591492,Ngn3 high EP
2733,6.0667295,-1.7922364,Pre-endocrine
2734,2.6740446,2.2063239,Epsilon
2735,-9.936601,-1.4304928,Ductal
2736,1.7957553,-3.9591284,Ngn3 high EP
2737,1.0678889,-4.861272,Ngn3 high EP
2738,5.401688,1.8710282,Beta
2739,0.17247364,-4.30951,Ngn3 high EP
2740,3.275799,3.7991858,Beta
2741,-10.586386,2.9955337,Ductal
2742,-7.4862657,-1.9687219,Ngn3 high EP
2743,-11.070185,0.47491625,Ductal
2744,-4.431205,-3.8493936,Ngn3 high EP
2745,-8.093555,-1.3524451,Ngn3 low EP
2746,0.8250187,-4.9725738,Ngn3 high EP
2747,-2.0400357,-3.8871503,Ngn3 high EP
2748,5.9207273,4.256434,Alpha
2749,3.4679325,5.162719,Beta
2750,3.1904387,4.321874,Beta
2751,3.452234,-3.763648,Pre-endocrine
2752,4.409221,2.3879302,Beta
2753,8.088402,-1.2373154,Delta
2754,1.7236937,-2.2073202,Pre-endocrine
2755,7.478608,1.325744,Alpha
2756,-9.4228735,1.9135114,Ductal
2757,8.489957,4.986085,Alpha
2758,-0.5080961,-5.2279744,Ngn3 high EP
2759,-10.819593,5.6833005,Ductal
2760,7.05585,4.343544,Alpha
2761,-9.386342,0.2883365,Ductal
2762,3.0366535,-1.7419535,Pre-endocrine
2763,-9.893701,0.070649266,Ductal
2764,2.6099274,1.1101302,Epsilon
2765,3.409596,-4.217416,Pre-endocrine
2766,4.2137294,4.5583696,Beta
2767,6.006326,3.3306942,Alpha
2768,7.89605,4.8042426,Alpha
2769,-0.5960376,-5.1700397,Ngn3 high EP
2770,-10.616375,-1.0447308,Ngn3 low EP
2771,-0.09084082,-5.403876,Ngn3 high EP
2772,-9.610044,0.20975223,Ductal
2773,2.448277,5.869152,Beta
2774,5.1961584,-3.7806778,Pre-endocrine
2775,2.7298498,-3.9022937,Pre-endocrine
2776,6.043642,-1.8847905,Pre-endocrine
2777,-11.910512,3.0456831,Ductal
2778,-10.545619,3.272214,Ductal
2779,-9.576306,3.2998986,Ductal
2780,-11.720974,1.5905548,Ductal
2781,-0.18899673,-4.5747046,Ngn3 high EP
2782,7.5648623,1.6071455,Alpha
2783,2.1322165,-0.29390332,Epsilon
2784,4.539886,3.1471908,Beta
2785,-9.973639,0.5798333,Ngn3 low EP
2786,2.6615725,5.961809,Beta
2787,-9.336937,-0.5219275,Ductal
2788,5.8211703,0.72455597,Beta
2789,5.424863,-3.3832211,Pre-endocrine
2790,7.7886696,5.122162,Alpha
2791,-4.5475893,-3.3684204,Ngn3 high EP
2792,5.081826,-3.5683525,Pre-endocrine
2793,5.599488,-1.8737144,Pre-endocrine
2794,-9.383181,-0.033533048,Ductal
2795,4.1513166,3.5271358,Beta
2796,7.209482,2.3526921,Alpha
2797,5.2006516,-2.5441377,Pre-endocrine
2798,8.126566,4.943285,Alpha
2799,2.6909122,6.516835,Beta
2800,-2.33266,-4.5279446,Ngn3 high EP
2801,-8.077199,3.1253526,Ductal
2802,-10.106441,-0.03419432,Ductal
2803,5.838811,-0.0721275,Beta
2804,-0.6827166,-3.861489,Ngn3 high EP
2805,7.817418,-1.2047355,Delta
2806,2.9706593,5.600674,Beta
2807,6.049453,-1.6244992,Pre-endocrine
2808,1.9740734,5.939631,Beta
2809,4.8877225,0.3062461,Pre-endocrine
2810,5.1471124,1.7541673,Alpha
2811,5.837179,0.46744493,Beta
2812,5.8717203,3.2898235,Beta
2813,3.3450394,5.7498336,Beta
2814,3.2840667,3.9001849,Beta
2815,7.348346,4.6853504,Alpha
2816,8.093085,3.8277762,Alpha
2817,7.645756,5.1838183,Alpha
2818,-12.196783,2.585831,Ductal
2819,-1.6820785,-4.9186025,Ngn3 high EP
2820,-3.241805,-3.6244674,Ngn3 high EP
2821,5.6844726,-2.557499,Pre-endocrine
2822,-9.71075,3.0998983,Ductal
2823,6.3368874,4.310871,Alpha
2824,5.4148855,-3.136614,Pre-endocrine
2825,6.396369,-2.0628238,Pre-endocrine
2826,-8.485123,-1.5902239,Ngn3 low EP
2827,-9.981712,2.1856995,Ductal
2828,8.73738,-1.0825231,Delta
2829,0.020680556,-4.799568,Ngn3 high EP
2830,-9.057467,2.57656,Ductal
2831,-8.946378,-0.072182804,Ductal
2832,-4.7916718,-3.0315502,Ngn3 high EP
2833,-7.7804885,-1.4136097,Ngn3 low EP
2834,-2.523287,-2.3744042,Ngn3 high EP
2835,4.456356,4.361186,Beta
2836,-10.244715,-0.15676402,Ductal
2837,-9.984966,2.4472501,Ductal
2838,0.544705,-3.0546877,Ngn3 high EP
2839,4.777892,1.0029087,Beta
2840,5.05227,3.0724595,Beta
2841,-9.941376,-0.45075792,Ngn3 low EP
2842,8.302982,4.363623,Alpha
2843,-8.577516,2.627775,Ductal
2844,7.423354,4.332818,Alpha
2845,1.2821306,-2.3754659,Pre-endocrine
2846,-9.624585,-0.8503989,Ductal
2847,-7.7741113,-1.036639,Ngn3 low EP
2848,7.4486136,5.1725636,Alpha
2849,5.5976505,-0.5301655,Pre-endocrine
2850,8.955201,-0.9580774,Delta
2851,7.718896,2.1190464,Alpha
2852,-9.088344,4.181665,Ngn3 low EP
2853,-9.296064,0.2391207,Ductal
2854,6.0779614,1.7447702,Alpha
2855,-12.084613,4.03734,Ductal
2856,7.6290946,5.204148,Alpha
2857,8.05188,2.8756566,Alpha
2858,-10.014392,-1.6220384,Ductal
2859,-10.31705,-0.026602993,Ductal
2860,-1.4089444,-3.735415,Ngn3 high EP
2861,6.589973,2.4719307,Alpha
2862,5.063077,-3.2897315,Pre-endocrine
2863,-1.8549342,-3.819315,Ngn3 high EP
2864,6.2029967,1.0716903,Beta
2865,2.1602416,-2.2891955,Pre-endocrine
2866,-8.203449,0.545731,Ngn3 low EP
2867,6.811276,3.0830371,Alpha
2868,3.1669536,2.3205135,Epsilon
2869,9.649625,-1.1393329,Delta
2870,-5.2949495,-3.5710993,Ngn3 high EP
2871,3.3951886,1.458784,Epsilon
2872,8.129192,4.4586926,Alpha
2873,7.814857,5.305035,Alpha
2874,2.7210238,6.1623464,Beta
2875,2.880346,6.216698,Beta
2876,6.9282284,3.0357513,Alpha
2877,-4.176718,-3.7821264,Ngn3 high EP
2878,2.8754265,4.3484554,Beta
2879,1.1078138,-3.884899,Ngn3 high EP
2880,0.5065203,-4.6791043,Ngn3 high EP
2881,-10.11898,2.813101,Ductal
2882,-0.55162704,-3.8443418,Ngn3 high EP
2883,-10.100423,2.1965265,Ductal
2884,-10.537689,-1.4282583,Ductal
2885,5.2801685,-0.93789005,Pre-endocrine
2886,7.0078526,-0.22382633,Alpha
2887,3.9806993,4.5671144,Beta
2888,2.2796369,5.805306,Beta
2889,-8.39452,2.6416225,Ductal
2890,5.3747687,1.1207075,Beta
2891,6.1088715,-2.592215,Pre-endocrine
2892,-10.757215,-0.57268125,Ngn3 low EP
2893,1.3485583,-4.0482683,Ngn3 high EP
2894,-10.552397,0.11198347,Ductal
2895,3.5165906,2.6646893,Epsilon
2896,3.561689,2.093795,Epsilon
2897,2.477479,0.4141317,Epsilon
2898,-10.044596,1.0829808,Ductal
2899,3.5459604,4.9475083,Beta
2900,5.1672735,1.4508958,Beta
2901,5.7739835,-1.6584452,Pre-endocrine
2902,5.261415,0.6074037,Beta
2903,6.0026627,1.7353227,Beta
2904,-9.562346,3.2631755,Ductal
2905,7.7327766,5.297768,Alpha
2906,-10.251924,-0.47349632,Ductal
2907,2.0504591,-0.3297671,Epsilon
2908,7.7332087,4.32534,Alpha
2909,1.4481483,-4.195485,Ngn3 high EP
2910,-8.815901,3.0773597,Ductal
2911,-10.676203,2.8571267,Ductal
2912,3.060273,1.8986629,Epsilon
2913,-2.7819386,-4.3194437,Ngn3 high EP
2914,-9.978836,-0.019443912,Ngn3 low EP
2915,8.324782,4.5570393,Alpha
2916,-11.011212,-0.57064354,Ductal
2917,-8.051788,-1.669522,Ngn3 low EP
2918,9.564088,-1.1722631,Delta
2919,3.283763,-4.8011394,Pre-endocrine
2920,4.9912486,-0.22713946,Pre-endocrine
2921,3.2228727,-4.029481,Pre-endocrine
2922,-7.2460017,-2.237044,Ngn3 high EP
2923,3.2117755,4.042262,Beta
2924,-12.154295,2.3451278,Ductal
2925,6.209656,-1.041038,Pre-endocrine
2926,-8.687371,0.7685981,Ductal
2927,9.523203,-1.1623079,Delta
2928,1.5081006,-1.4925922,Pre-endocrine
2929,1.4442906,-4.187797,Ngn3 high EP
2930,5.2985287,2.1522875,Beta
2931,0.4320445,-4.5130887,Ngn3 high EP
2932,-8.202177,2.418995,Ductal
2933,-7.609059,0.22276448,Ngn3 low EP
2934,-2.3412578,-3.548617,Ngn3 high EP
2935,-9.617082,5.1094265,Ductal
2936,5.2471457,1.5547923,Beta
2937,1.5727712,-4.5012946,Ngn3 high EP
2938,-1.4015095,-4.476578,Ngn3 high EP
2939,-8.251775,2.8507967,Ductal
2940,3.7496772,4.894573,Beta
2941,7.1980386,4.7830353,Alpha
2942,-8.587033,0.7330025,Ngn3 low EP
2943,-9.308093,-0.58092386,Ductal
2944,-11.554559,3.8415847,Ductal
2945,-9.26611,0.15119429,Ductal
2946,2.8688471,-4.427242,Pre-endocrine
2947,-1.7190795,-4.6208787,Ngn3 high EP
2948,5.0793343,0.07102245,Beta
2949,-12.195101,1.5214018,Ductal
2950,-2.9800076,-3.822571,Ngn3 high EP
2951,4.719584,2.3057368,Beta
2952,-9.930867,0.14022501,Ductal
2953,-10.464272,1.1120373,Ductal
2954,-1.937821,-4.796452,Ngn3 high EP
2955,5.148949,1.1288601,Beta
2956,3.3859298,4.6542473,Beta
2957,6.419862,1.7229252,Alpha
2958,-9.809722,0.6036467,Ductal
2959,-0.7276897,-4.9411907,Ngn3 high EP
2960,-9.926398,-0.85374135,Ductal
2961,2.857728,6.2357287,Beta
2962,2.513339,6.042078,Beta
2963,5.182744,2.269865,Beta
2964,-11.717932,4.9450803,Ductal
2965,4.47377,4.3675056,Beta
2966,5.6875296,-1.7521157,Pre-endocrine
2967,1.2546676,-2.157583,Pre-endocrine
2968,7.594552,4.2184396,Alpha
2969,-7.874665,-1.026542,Ngn3 low EP
2970,5.379908,-2.7479694,Pre-endocrine
2971,3.0102792,4.478548,Beta
2972,-10.034426,-0.46904477,Ductal
2973,6.7363954,3.7982173,Alpha
2974,3.1175563,-4.4131713,Pre-endocrine
2975,4.0871716,4.650711,Beta
2976,4.576146,3.9277353,Beta
2977,-8.628633,0.8781833,Ductal
2978,2.4858654,1.3925875,Epsilon
2979,-11.017596,-0.44113448,Ductal
2980,-1.653373,-4.324791,Ngn3 high EP
2981,2.9218717,-4.4553576,Pre-endocrine
2982,5.347557,-1.0206188,Pre-endocrine
2983,3.0606508,4.23254,Beta
2984,-4.934223,-3.772807,Ngn3 high EP
2985,7.1787195,4.4074726,Alpha
2986,2.7408001,1.5493739,Epsilon
2987,1.0762694,-4.203014,Ngn3 high EP
2988,-9.660886,-0.31182942,Ductal
2989,7.991635,0.8696514,Alpha
2990,-9.35204,-1.288104,Ngn3 low EP
2991,6.542718,2.24791,Alpha
2992,4.849988,0.3184806,Pre-endocrine
2993,-11.306205,4.96224,Ductal
2994,-11.8566,4.207953,Ductal
2995,4.779786,3.8522964,Beta
2996,7.484823,1.906911,Alpha
2997,-9.615585,0.5156808,Ductal
2998,-9.530906,-0.19480523,Ductal
2999,-10.102479,1.8910459,Ductal
3000,3.2488768,5.215488,Beta
3001,6.7597027,3.4954813,Alpha
3002,-9.568368,-0.6165912,Ductal
3003,7.050106,-0.5158598,Alpha
3004,-8.787682,-1.16128,Ngn3 low EP
3005,-10.505928,5.919856,Ductal
3006,4.940738,-0.68328166,Pre-endocrine
3007,-11.112989,4.2804294,Ngn3 low EP
3008,2.8380034,5.9655538,Beta
3009,0.6944031,-4.2410364,Ngn3 high EP
3010,-10.905937,5.6329308,Ductal
3011,5.9399796,-2.1410382,Pre-endocrine
3012,6.4653463,-0.32196808,Pre-endocrine
3013,8.208344,4.2374234,Alpha
3014,3.240741,2.3386052,Epsilon
3015,5.592017,-1.6610442,Pre-endocrine
3016,4.400426,-3.4555888,Pre-endocrine
3017,-2.3855624,-4.492549,Ngn3 high EP
3018,-4.1347528,-3.6965592,Ngn3 high EP
3019,-0.055253163,-5.272611,Ngn3 high EP
3020,0.7308385,-4.663861,Ngn3 high EP
3021,6.293482,-2.7575195,Pre-endocrine
3022,-11.35771,-0.52780676,Ductal
3023,1.766761,-2.9036505,Pre-endocrine
3024,2.4158838,5.3084774,Beta
3025,-11.05919,0.18539348,Ductal
3026,-2.3717058,-4.3657503,Ngn3 high EP
3027,-10.078918,1.2556434,Ductal
3028,5.023946,-3.6729147,Pre-endocrine
3029,4.5287814,2.8949783,Beta
3030,5.9676795,-1.4501908,Pre-endocrine
3031,-8.034939,-1.2609184,Ductal
3032,-10.74869,-0.060357634,Ductal
3033,6.0248294,1.7181793,Alpha
3034,3.7449214,4.0103683,Beta
3035,-10.724752,6.1106195,Ductal
3036,3.9990835,0.35773468,Pre-endocrine
3037,4.919539,1.3711252,Beta
3038,2.5769484,4.800942,Beta
3039,-5.5811343,-3.5831637,Ngn3 high EP
3040,-9.813268,4.9627504,Ngn3 low EP
3041,-10.037365,1.0588305,Ngn3 low EP
3042,-8.519134,0.58903027,Ductal
3043,5.8081207,3.532994,Alpha
3044,5.2229056,1.9253832,Beta
3045,-10.361349,6.116014,Ductal
3046,5.643011,-0.9055212,Pre-endocrine
3047,3.183497,4.178009,Beta
3048,-0.72182345,-3.8273387,Ngn3 high EP
3049,-0.29823917,-5.0734715,Ngn3 high EP
3050,3.601744,4.954075,Beta
3051,5.091476,0.02526528,Pre-endocrine
3052,6.929329,3.0573604,Alpha
3053,-2.1588788,-4.8266687,Ngn3 high EP
3054,-12.008178,4.8173027,Ductal
3055,5.710058,-2.2395873,Pre-endocrine
3056,-5.7897973,-3.1148868,Ngn3 high EP
3057,2.0088367,-4.087332,Pre-endocrine
3058,-9.363203,2.427994,Ductal
3059,2.5752132,-4.6136074,Pre-endocrine
3060,2.3101606,-4.4199724,Ngn3 high EP
3061,-8.834809,-0.39372686,Ngn3 low EP
3062,-9.472711,4.5352597,Ngn3 low EP
3063,-9.566519,-1.3418096,Ductal
3064,4.376596,-3.320833,Pre-endocrine
3065,7.311135,0.08314842,Alpha
3066,6.4727263,3.3832648,Alpha
3067,-9.645068,-0.3125268,Ductal
3068,3.934314,3.761562,Beta
3069,6.2865677,2.335801,Alpha
3070,-4.88938,-3.917828,Ngn3 high EP
3071,2.5548847,5.9981933,Beta
3072,-11.1004305,-1.2622461,Ductal
3073,-12.388145,2.8762474,Ductal
3074,-5.7178187,-2.3581405,Ngn3 high EP
3075,8.639412,4.407149,Alpha
3076,5.8366237,0.0065318868,Pre-endocrine
3077,7.162904,2.5928514,Alpha
3078,-0.048369043,-4.705376,Ngn3 high EP
3079,-8.498058,-1.7623398,Ngn3 low EP
3080,4.3824797,3.8519747,Beta
3081,-1.9325289,-4.424458,Ngn3 high EP
3082,8.948965,-1.2637885,Delta
3083,4.0057154,-4.1772556,Pre-endocrine
3084,4.9464583,-3.0447412,Pre-endocrine
3085,3.4907613,5.2803454,Beta
3086,2.1875768,6.606803,Beta
3087,-10.96965,4.151917,Ductal
3088,-8.233359,0.63230556,Ngn3 low EP
3089,2.5411146,0.6616511,Epsilon
3090,5.46103,4.3026843,Beta
3091,-6.8623347,-2.3429306,Ngn3 high EP
3092,-10.595545,-1.008687,Ductal
3093,1.9440352,0.24210902,Epsilon
3094,5.1774983,-2.8412488,Pre-endocrine
3095,2.625565,4.8460197,Beta
3096,1.6358848,-0.93633664,Epsilon
3097,-7.4450445,0.15941578,Ngn3 low EP
3098,6.7295575,2.3284583,Alpha
3099,8.039416,4.1595182,Alpha
3100,4.786529,3.5258963,Epsilon
3101,7.514073,-0.11962641,Alpha
3102,0.26888007,-3.2851694,Ngn3 high EP
3103,4.8777843,1.4145834,Alpha
3104,-9.922938,-1.191587,Ductal
3105,5.4435678,-1.4263673,Pre-endocrine
3106,0.7416657,-4.6631045,Ngn3 high EP
3107,-11.200003,-0.5043114,Ductal
3108,2.5304408,5.1536183,Beta
3109,5.3750777,-0.43074045,Pre-endocrine
3110,2.012546,-3.8899696,Ngn3 high EP
3111,-12.082752,4.3512936,Ductal
3112,7.9162517,5.0154424,Alpha
3113,2.9049213,2.1824396,Epsilon
3114,4.439878,4.0450845,Beta
3115,-9.450751,-0.5643755,Ductal
3116,-3.487601,-3.604107,Ngn3 high EP
3117,-10.981086,-0.7653934,Ductal
3118,4.3713155,-4.1654067,Pre-endocrine
3119,1.0887082,-2.3707118,Pre-endocrine
3120,6.870564,0.2391737,Beta
3121,-12.13262,1.9287547,Ductal
3122,7.539421,4.704502,Alpha
3123,-2.1313505,-3.9181294,Ngn3 high EP
3124,-4.78647,-3.209186,Ngn3 high EP
3125,4.8406014,2.963165,Beta
3126,6.593437,-1.3709223,Pre-endocrine
3127,7.5037475,-0.13223067,Alpha
3128,3.9790874,-3.441912,Pre-endocrine
3129,-9.977367,1.9051994,Ductal
3130,3.1575792,-1.5141116,Pre-endocrine
3131,-0.42475328,-4.95196,Ngn3 high EP
3132,1.8762056,-4.090156,Ngn3 high EP
3133,-9.851962,5.0863843,Ngn3 low EP
3134,5.9423776,4.0812306,Epsilon
3135,7.704872,4.315843,Alpha
3136,-11.117677,0.31331602,Ductal
3137,5.6628833,3.82018,Alpha
3138,6.7764945,1.3223624,Alpha
3139,-11.056734,4.0905886,Ngn3 low EP
3140,5.8332086,-1.4899211,Pre-endocrine
3141,2.1370318,5.513917,Beta
3142,5.586023,1.3095127,Beta
3143,6.805768,3.5351949,Alpha
3144,4.4016776,-3.2861767,Pre-endocrine
3145,7.514641,3.0836282,Alpha
3146,-11.552562,3.7454157,Ductal
3147,2.6268704,-3.7012951,Pre-endocrine
3148,3.7081592,4.2070603,Beta
3149,-11.264446,5.8580513,Ductal
3150,6.384062,2.008199,Alpha
3151,5.9336276,1.629769,Alpha
3152,-11.091844,-1.5186132,Ductal
3153,5.082512,-0.09660233,Pre-endocrine
3154,-10.499344,-0.39209294,Ductal
3155,4.7627506,1.803881,Beta
3156,-10.898587,5.6153255,Ductal
3157,5.93473,-0.055334255,Pre-endocrine
3158,-11.267834,5.638401,Ductal
3159,-8.954212,-0.5556013,Ductal
3160,-7.611187,-1.5438896,Ngn3 low EP
3161,-6.656038,-2.375447,Ngn3 high EP
3162,-12.310024,2.5490623,Ductal
3163,-12.0879755,3.6589367,Ductal
3164,-5.5963817,-3.1832514,Ngn3 high EP
3165,3.6592135,-3.6322737,Pre-endocrine
3166,5.8217835,-1.4305497,Pre-endocrine
3167,-8.131338,-0.61566246,Ngn3 low EP
3168,-6.7673254,-2.550058,Ngn3 high EP
3169,-0.9684659,-3.7777982,Ngn3 high EP
3170,-9.76295,-1.0132574,Ductal
3171,5.185222,-1.6270154,Pre-endocrine
3172,5.085424,1.2749233,Beta
3173,-10.904997,-0.88950205,Ductal
3174,-0.21223307,-3.540902,Ngn3 high EP
3175,2.0526783,0.029384397,Epsilon
3176,-9.282312,2.3353631,Ductal
3177,-8.7359,-0.627829,Ngn3 low EP
3178,-1.9669499,-4.3866687,Ngn3 high EP
3179,-10.854662,-0.699464,Ductal
3180,4.3440146,2.766769,Beta
3181,7.0385866,2.421125,Alpha
3182,-11.152553,0.8132424,Ductal
3183,3.3869565,-0.6620249,Pre-endocrine
3184,-5.1348257,-3.7563212,Ngn3 high EP
3185,5.012987,0.71200925,Beta
3186,-12.067709,4.2511277,Ngn3 low EP
3187,6.6883664,3.5213506,Alpha
3188,-9.998445,0.5429582,Ductal
3189,7.1684785,1.2038751,Alpha
3190,-7.930037,-1.5867757,Ngn3 low EP
3191,-3.3589995,-3.7424326,Ngn3 high EP
3192,5.0460362,-3.6721923,Pre-endocrine
3193,2.718242,-4.209067,Pre-endocrine
3194,3.2344973,-1.433329,Pre-endocrine
3195,7.6336656,0.23701985,Alpha
3196,7.4109387,-0.37072968,Alpha
3197,-10.148981,3.2952883,Ductal
3198,5.9517307,0.33545822,Beta
3199,-11.165598,-0.58389014,Ductal
3200,5.7157125,3.3023965,Beta
3201,7.4407196,-0.77656513,Delta
3202,-12.218185,1.9570822,Ductal
3203,2.9572637,1.9222233,Epsilon
3204,-8.715087,-1.3175828,Ngn3 low EP
3205,2.6618667,-4.3421035,Pre-endocrine
3206,2.3690085,-4.538322,Pre-endocrine
3207,5.22939,-3.1358962,Pre-endocrine
3208,1.4960924,-2.002422,Pre-endocrine
3209,-0.65114605,-4.986791,Ngn3 high EP
3210,4.6872215,2.5272727,Beta
3211,6.1233535,-2.1014278,Pre-endocrine
3212,-8.447909,2.1838665,Ngn3 low EP
3213,-1.8363432,-3.9175758,Ngn3 high EP
3214,-6.864301,-2.5897355,Ngn3 high EP
3215,3.2137678,2.2410977,Epsilon
3216,5.5250683,3.843335,Beta
3217,4.8798347,1.0239991,Pre-endocrine
3218,-7.7873917,-0.92678726,Ngn3 low EP
3219,-8.905399,3.252008,Ductal
3220,3.5895581,5.419317,Beta
3221,5.3176703,-3.5299945,Pre-endocrine
3222,8.435904,3.8746455,Alpha
3223,5.5578938,0.734402,Beta
3224,-10.271492,-1.1040636,Ductal
3225,-1.925727,-3.89839,Ngn3 high EP
3226,-11.162253,1.0939736,Ductal
3227,-1.0288771,-4.860438,Ngn3 high EP
3228,3.2891972,3.8646717,Beta
3229,3.073784,-4.5222344,Pre-endocrine
3230,7.7543187,4.866087,Alpha
3231,6.2920475,2.5565634,Alpha
3232,-2.2910988,-2.174536,Ngn3 high EP
3233,2.2026165,-4.5116158,Ngn3 high EP
3234,-9.837445,0.19745953,Ngn3 low EP
3235,-12.339652,3.3165536,Ductal
3236,-9.043615,-0.4402088,Ductal
3237,-9.372487,-1.1887928,Ngn3 low EP
3238,-8.418871,-1.7315075,Ngn3 low EP
3239,-10.144275,-1.5914662,Ductal
